label,tweet
anger,kaga lah gw jg bukan cw tolol si daniel co bule mau numpang hidup di jkt am ce yg bs kasih dia kemudahan2 hidup disini ga deh sorry biar jelek tua gw ga sudi dimanfaatin doang
happy,"Mau Ngucapin Happy Birthday yg ke 24 buat de' Nursehah. smoga berkah umur & rezekinya, sehat slalu, makin rajin ibadahnya & tetap jadi wanita kuat yg menginspirasi bnyak org. Wish u all the best girl  #IniSahurTIKETCOMHariKe20 [USERNAME] [USERNAME] [URL]"
sadness,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.
anger,jujur aja cukup yah kegoblokan kegilaan gw hrs sadar .gw pgn segera keluar dari lingkaran setan hidup disini byk sodara dengki n jahat sm gw ga kuat gw ..n terutama sepupu sialan cln penghuni neraka si lina n lakinya n si lita jg najiiiis lo sialan
fear,"singkat cerita, sikap die yang dulunya cool, cuek, cintad dark, pendiem abis, dan pemarah tb tb berubah jadi caper, humble, berwarna, karismatik, play boy gt, malah kl menrut gua pribadi sikopatnya makin keliatan jelas."
sadness,Perasaanqu ketika menontoni orang yang sedang shooting videoklip di tiktok adalah antara jijik dan gatahan pengen ikutan goyang dua jari... Yawlaaaaaa kuatkan hati hama
happy,Bener bener ketawa ga habis habis gue Inget aja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon Hrus di puter puter  [URL]
happy,"Kemarin sore dapat customer yang order grabcar [USERNAME] , dia minta untuk mengantarkan nasi kotak untuk orang tuanya dirumah,dan alhamdulillah saya diberi nasi kotak juga untuk berbuka puasa. Semoga rejekinya dilancarkan ya Mas. Cc : [USERNAME] [URL]"
anger,"Belakangan bejibun yg nanya, ""mi, gimana sama si x, kenapa jarang bareng sekarang?"", ""mi, si x kek gini kek gitu ya?"", ""mi si x kok gini si?"", ""mi, si x lagi deket sama si y ya"". Well, si x memang sahabat gue, tapi bukan berarti segala urusan si x gue tau."
anger,"Terus, tolong dong hargai privasi. Kalaupun gue jelasin semuanya ke kalian, kalian tu ga bakalan ngerti juga. Kalian berpikiran dr sudut pandang kalian sendiri, bukan dari sudut pandang gue ataupun si x, sahabat gue Jadi udahlah."
anger,"Kalian semua boleh berasumsi, tapi tolong bijaksana. Jangan ngomong sana-sini cari pembuktian tapi berujung fitnah. Thanks for you guys, yg udah ngertiin banget dan ga ngomong yg engga engga."
anger,"Then, kalaupun gue jarang sama si x akhir-akhir ini, mungkin kita sedang memasuki dinamika pertemanan yg rumit, yey yg namanya manusia pasti ada slek-slekkan nya la ya. Ga mungkin akur terus, ga asik dong akur terus. Terus gue mesti jelasin k lu semua yg pada nanya, ga kan?"
anger,"Parah si kalian, mikir kalau cewe sama cowo sahabatan selalu terjebak dalam percintaan. So... Please. Gue menghargai kalian yg bertanya karena kalian peduli sama kita. Tapi jangan berpikiran sesuka kalian tanpa alasan dan fakta yg engga engga dong."
anger,"[USERNAME] woy kafir, kalo bicara mending dari sby ""soeharto"" juga lebih mending dari sby.. udh kafir dungu lgi,, jaman sby gk ada tuh gerakn gnti presiden klo memang yg ini lebih bagus dari ""sby"" "
happy,"Emak dan anak. Ya beliau adalah wanita hebat, pembimbing kita semua di departemen Gawat Darurat. Terima kasih emak, ibunya PSC 119 Dinkes Kab Tegal yang sesungguhnya. Proud! Meski sedang mempunyai 1 anak usia sekolah dan satunya toodler, beliau tetep stay 24 jam untuk konsulan. [URL]"
happy,"Main disemak semak gapakek sendal sampe masuk hutan, ada ular ada setan gapeduli yang penting menang!! Btw masih inget ngga nama mereka? #OldMoneyGakNgerasain [URL]"
sadness,"Mbir, udah dibilangin kan, gada orang lain yang akan memperjuangkan hidupmu, selain dirimu sendiri. Jadi gausa berharap ya, biar ga kecewa :(("
sadness,"Kenapa sekarang bisa beda banget sama pas sma ya Di tanah rantau bener bener sadar kalo gak semua orang itu bahagia,gak semua orang itu tulus"
happy,2010? Pertama kali ngetwit. Muncul setelah #friendster yg marak merajalela pada saat itu. Masa dimana kenakalan remaja berangsur-angsur melebur demi meraih cita. Begitu indahnya saat itu. #ThankYouTwitter #HariJadiTwitterSaya [URL]
sadness,"[USERNAME] [USERNAME] Iyaa kii tau aja luu, emak gua ngidam d kawinin ama pmarahan charles, tapi udh keduluan d kawinin ama bapak gua :("
anger,"Suka ndak habis pikir sm orang yg ngatain musibah ketika menimpa org lain dianggap azab tp ktk menimpa golongannya disebut cobaan. Ingin ku misuh, MATANE !!"
anger,"Orang kek gitu emang harus dikasih pelajaran. Kalo bukan kita kita yang kritis, siapa lagi? Mereka mereka yang beraninya di belakang itu? HAHA"
anger,"Waktu kalian jd oposisi Era Pak Harto, Pak SBY, kalian mudik lewat Jalan Tol, jembatan, pelabuhan, yg dibangun era Pak Harto+SBY ? Logika dipakai. Admin Dungu bikin Anjlok Elektabilitas Pak [USERNAME] cc [USERNAME] [USERNAME] [USERNAME] [USERNAME] cc [USERNAME] [URL]"
anger,[USERNAME] [USERNAME] [USERNAME] hidup 10th !! hidup hambalang !! hidup Ektp !! hidup PLN mangkrak !! katakan tidak pada(hal) korupsi !! [URL]
anger,"Mereka mereka kerjaannya nongkrong tiap hari buka diluar tiap hari, sekalinya d kasih acar buat semuanya termasuk mereka - mereka di kasih yg worth it dengan budget segitu malah gamau dengan beribu alesan mereka dan akhirnya gajadi. Puki"
happy,"Hehe. Yamungkin emang ngga kerasa karna udah kek Thanos beneran , punya 6 batu cincin  Makasih looo udah diucapin Sahur"
happy,"#OldMoneyGaNgerasain kalo tlp pake hp paling lama 2 detik, krn sblm 2 detik msh gratis, setelah 2 detik baru kena pulsa. tut tut halooo dmn? (matiin tlp) tut tut (angkat tlp) drmh (matiin tlp) Trus aja begitu sampe eneg...."
sadness,"Iyaa udh pgn ikut, tp dr kmrn malemnya kyk kurg enak badan, pilek batuk.. ehh ktrusan samp sore, jd gak enak mau prgi2 pgn halal bi halal ath ntr.. yuukkk"
sadness,[USERNAME] Gua kelas 1sd bawa hp karna buat hubungin mama. Tau tau dicolong temen. Gua diem aja bego emg. Bibi kantin ngabarin nyokap gua dan lgsg datang lah mama trs bapanya minta maaf. Eh beberapa hari kemudian anaknya pindah sklh. Ya
sadness,"harus diakui, perasaan paling menyesakkan adalah saat menerima undangan pernikahan dari mantan. mantan saingan, mantan gebetan, mantan pacar, manatan teman dan mantan-mantan lainnya."
happy,[USERNAME] [USERNAME] [USERNAME] Gue ke lampung ki..wheeewww nadia sudah mau sidang ajee selamaad yaa..apa kabar kaka satria??udahan blom??
happy,"*seluruh kelas menertawakan yandi* ada yang nyeletuk bilang, ""pertanyaan anak sd lu mah, hahahaha"", semua orang menganggap pertanyaan yandi hanya guyonan."
sadness,"Abis jengukin temen yg sakit parah. Terus terenyuh sama kata2nya, ""saya ga takut sama penyakit saya, saya cuma takut ramadhan saya ga dapet berkah"" Ya Allah  Mohon doa, buat kesembuhan temen kantor saya, Tb adriana Pramudya bin tb dasep. [URL]"
anger,"Rupiah jatuh anjlok ramai menyalah-nyalahkan pemerintah, gilirah rupiah naik menguat mereka mingkem. Sekarang anggota DPR menyalah-nyalahkan polisi, pas bom meledak salahkan pemerintah lagi. #GituAjaTerus sampai gue jadi Sekjend PBB"
happy,"Diucapin Happy Birthday sama bapak, heran2 gua kan udah lewat 3 bulan lalu. Ternyata berdasarkan kalender Hijriyah, tepat hari ini, 20 Ramadhan 1414 H gua lahir. Ok, i accept that"
sadness,"qu juga sudi koh, aku disable instagram karna terlalu nyampah di explore :"" segala anak balita diajarin buat tiktok juga [URL]"
anger,[USERNAME] Gak usah di jelasin bang. Biarin aje dia yg cari berita sendiri. Padahal udah di jelasin gimane kronologis nye sama orang bantul nye sendiri. Emang aje otak nye yg pade lola 
sadness,[USERNAME] Hahah asal ada wifi juga dy. Lah enak yg uda punya kerjaan mah bisa ngisi waktu sama kerja. Apa kabar dengan aku yang nganggur pas liburan :(
anger,"temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara, rasanya semua statement ku di sosmed pasti yang menyangkal orang2 kek gitu, parahnya lagi kalo mereka pacaran bangsat"
anger,"Ga usah di aminin, doa lu ga akan mustajab. Sama kayak orang umroh dengan niat ""politik"" ga akan di qobul. Lu kira dngn kampanye sambil teriak takbir, sang Pencipta bakal ikut nyoblos #Mikir [URL]"
happy,#OldMoneyGakNgerasain pasang rautan pensil yg ada cerminnya di sepatu buat ngintipin 'celana dalam' temen sekolah cewek
anger,"Sebuah bukti bahwa di-Indonesia, untuk menjadi seorang Gubernur tidak harus CERDAS dan BERMORAL. Tetapi BODOH dan DONGOK pun BISA. [URL]"
happy,"Pulsa bapak kok cepat habis yaa? ""Gatau pak"" (sambil senyum dalam hati karna berhasil download banyak game di waptrick) #OldMoneyGakNgerasain"
anger,"Akhirnya di tangkepin polisi, ga ada yg nolongin. Kan kasihan, ya memang sih jamaah nya juga yg bloon, mau saja ditipu pake ayat Al-Qur'an. Jual beli ayat untuk syahwat kekuasaan."
sadness,"jadi waktu sma tuh aku pengen banget yang namanya perawatan ke klinik kecantikan macem erha,natasha gitu gitu deh tapi sama mama bener2 dilarang banget dan suka dimarahin gt kalo aku ngrengek minta perawatan:("
anger,"Di jual buat beli rubicon atau hummer baru, lumayan buat aset dan modal nyapres. Atau beli tanah lagi yg luas buat ""katanya"" perjuangan gerakan. Jamaahnya cuma gitu-gitu aja, cari kerja sana-sini. Atau malak THR sama orang Cina. Hadeuh Guwoblok"
happy,"tapiii efeknya baru kerasa sekarang :"") mukaku jadi tipe muka yang less problem gt hehe yang kalo jerawatan cuma pas pms doang kalopun lg breakout ilangnya cepet padahal cm dibiarin doang dan ga minyakan :"")"
happy,"Hmmm ya mungkin seneng kalo dikasih kado, tapi kalo buatku dia inget aja tanggal lahirku atau anniv wes bahagia rasane.  #pekaitupenting"
love,"Luar biasa perjuangan dia buat mewujudkan angan2ku menjadi kenyataan. Terimakasih sayang, karen masih ikut menangis disaat aku menangis. I love u so much."
anger,"Trus apa yg slh, beliau sdh mngatakn isi hatinya sedih kalo impor. Dan yg jadi Presiden negara ini kan pak JKW bukan anda dn sy.Mikir woi!!"
happy,"Tuhkan, apple tuh kalo kasih update ga tanggung - tanggung, hp yang paling jadul pun masih diberi update, ngga kaya android yang setelah setahun dua tahun udah ditinggalin :') [URL]"
sadness,"lucu sih kenapa ada pasangan yg masih tukeran pass ig . dimana komitmen kalian yg ada embel2 "" kepercayaan"" apa pasangan kalian tukang selingkuh? HAHA ciyaaaaan"
sadness,"Setelah nangis mewek gak karuan gegara galau pulang apa enggak, akhirnya gue mutusin tuk gak pulang lagi. Kasihan emak dan ayah gue. Mudik mahal Cooy"
anger,"[USERNAME] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]"
happy,Kenapa sih Rhia kok temenya cowok semua? Biar apa? Biar gak di tikung.. Biar gak di omongin di belakang.. Biar ada yang jagain.. Biar gak di nyinyirin.. Biar ada yang antar jemput kalau lagi mau main hahaha
sadness,"Pola tidur w berantakan yawlaaaa~ sejak hari minggu yg lalu ampe tadii~ baru bisa bener2 merem kalau abis sahur, dah itu j set8 musti bangun buat kerja~"
happy,Dari zaman SD juga temenku cowok nih salah satunya yang dulu suka main sampe desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampe jualan lotre yak dulu wkk pen ngaqaq kalau inget ini [USERNAME]
happy,"Congrats for me, walopun ga aktif bgt tp aku dedikasikan twitter ini krn bangtan, bnyk yg berubah dr wkt kw wkt, wow!!!!! #MyTwitterAnniversary [URL]"
anger,Dear [USERNAME] [USERNAME] [USERNAME] coba bisa d jelaskan kenapa tb2 sy dpt sms kaya yg paling bawah. Sampe minus 180k lagi. Kan sy kaget bangun2 nyalain hp langsung d palakin gitu. Makasih ya. [URL]
sadness,gw maklumin aja omongan Mommy gw dia emang ga bakal setujuin gw [URL] sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja
anger,"[URL] Bupati Purbalingga, Jawa Tengah, Tasdi dipecat seketika dari PDI Perjuangan. Setelah dipecat masa bisa Nyaleg lagi setelah bebas.....Aneh bin Ajaib."
anger,"[USERNAME] [USERNAME] Maunya hadiahnya aja (khayru ummah), perintahnya (menyuruh kepada yg ma'ruf dan mencegah yg Munkar) ogah. Ibarat pengen kenyang tapi ogah makan."
anger,"[USERNAME] [USERNAME] [USERNAME] Gini aja terooss...jawaban kalian template, gw ga butuh jawaban template dan pesanan gw dr tgl 28 Mei, apakah gw cm di suruh tunggu tp ga jelas spt ini?Cm jkt Tng lho..mo bilang apa lagi ini jwabnya? Sabar ya kak ini ujia"
anger,mimpin Jadi Bupati Tasik aja Gak bisa apalagi jadi Gubernur aduh kang tuh di Kabupaten Tasik Oge PR akang masih Banyak malahan Masyarakat tidap puas dengan kinerja akang sekarang pengen jadi Gubernur ??? Cing atuh MikiL
anger,"[USERNAME] [USERNAME] Coba selama masa jabatan anda pak [USERNAME] , apa saja yg sudah anda lakukan untuk Indonesia agar disegani bangsa2? Bangsa mana saja yg sudah menyegani Indonesia?"
